text,label,category
We detected unusual activity on your Bank of America account. Please verify your identity immediately to avoid account suspension.,5,phishing
Your Wells Fargo subscription is about to renew. Review your payment method.,5,phishing
We detected unusual activity on your Chase account. Please verify your identity immediately to avoid account suspension.,5,phishing
Your Twitter account has been compromised. Click here to secure your account now!,5,phishing
Invoice #5934 is overdue. Pay now to avoid service interruption.,5,phishing
"Someone requested a password reset for your Dropbox account. If this wasn't you, click here to cancel.",5,phishing
Important: Your Netflix account requires immediate attention. Update your information.,5,phishing
Your Twitter account is being reviewed. Submit ID verification.,5,phishing
Invoice #9736 is overdue. Pay now to avoid service interruption.,5,phishing
"Someone requested a password reset for your Steam account. If this wasn't you, click here to cancel.",5,phishing
Reset your Microsoft password now. This link expires in 1 hour.,5,phishing
Important: Your LinkedIn account requires immediate attention. Update your information.,5,phishing
Your package from Citibank could not be delivered. Update your address.,5,phishing
Your LinkedIn subscription is about to renew. Review your payment method.,5,phishing
Verify your Steam account within 24 hours or it will be suspended permanently.,5,phishing
Your Netflix account is being reviewed. Submit ID verification.,5,phishing
Your Bank of America subscription is about to renew. Review your payment method.,5,phishing
Reset your Adobe password now. This link expires in 1 hour.,5,phishing
Verify your Google account within 24 hours or it will be suspended permanently.,1,not spam
Your Chase account has been compromised. Click here to secure your account now!,5,phishing
Important: Your Dropbox account requires immediate attention. Update your information.,5,phishing
Your Microsoft account has been compromised. Click here to secure your account now!,5,phishing
Invoice #1718 is overdue. Pay now to avoid service interruption.,5,phishing
Reset your Facebook password now. This link expires in 1 hour.,5,phishing
Your Dropbox subscription is about to renew. Review your payment method.,5,phishing
Your package from Chase could not be delivered. Update your address.,5,phishing
We detected unusual activity on your Amazon account. Please verify your identity immediately to avoid account suspension.,5,phishing
Invoice #6437 is overdue. Pay now to avoid service interruption.,5,phishing
"New device signed into your LinkedIn account. If this wasn't you, secure your account now!",5,phishing
Invoice #4579 is overdue. Pay now to avoid service interruption.,5,phishing
Invoice #9418 is overdue. Pay now to avoid service interruption.,5,phishing
"Someone requested a password reset for your Google account. If this wasn't you, click here to cancel.",1,not spam
Your Chase subscription is about to renew. Review your payment method.,5,phishing
Your Google account has been compromised. Click here to secure your account now!,1,not spam
"Someone requested a password reset for your Microsoft account. If this wasn't you, click here to cancel.",5,phishing
Your package from Dropbox could not be delivered. Update your address.,5,phishing
We detected unusual activity on your Adobe account. Please verify your identity immediately to avoid account suspension.,5,phishing
Invoice #4154 is overdue. Pay now to avoid service interruption.,5,phishing
Your Apple account has been compromised. Click here to secure your account now!,5,phishing
Important: Your Adobe account requires immediate attention. Update your information.,5,phishing
Your Netflix subscription is about to renew. Review your payment method.,5,phishing
"Someone requested a password reset for your PayPal account. If this wasn't you, click here to cancel.",5,phishing
Your Netflix account has been compromised. Click here to secure your account now!,5,phishing
We detected unusual activity on your Dropbox account. Please verify your identity immediately to avoid account suspension.,5,phishing
Invoice #1665 is overdue. Pay now to avoid service interruption.,5,phishing
Your Amazon account is being reviewed. Submit ID verification.,5,phishing
Your payment for Google failed. Please update your billing information to continue service.,5,phishing
Your Facebook account has been compromised. Click here to secure your account now!,5,phishing
Your payment for PayPal failed. Please update your billing information to continue service.,5,phishing
"New device signed into your Citibank account. If this wasn't you, secure your account now!",5,phishing
Invoice #5127 is overdue. Pay now to avoid service interruption.,5,phishing
Your PayPal account has been compromised. Click here to secure your account now!,5,phishing
"Someone requested a password reset for your Twitter account. If this wasn't you, click here to cancel.",5,phishing
Reset your Amazon password now. This link expires in 1 hour.,5,phishing
Invoice #9608 is overdue. Pay now to avoid service interruption.,5,phishing
Your payment for Amazon failed. Please update your billing information to continue service.,5,phishing
Your payment for Dropbox failed. Please update your billing information to continue service.,5,phishing
IRS: You have an outstanding tax refund of $2000. Submit your claim now.,5,phishing
Reset your Chase password now. This link expires in 1 hour.,5,phishing
"Someone requested a password reset for your Apple account. If this wasn't you, click here to cancel.",5,phishing
Invoice #3536 is overdue. Pay now to avoid service interruption.,5,phishing
Meeting notes from client call. Attached for your review.,5,phishing
You have a new voicemail. Download to listen.,5,phishing
URGENT: Please review attached contract immediately.,5,phishing
Incoming fax received. View attached document. Attachment: document.js,3,malware
ASAP: Attached files require your signature.,1,not spam
Here is the document you requested. Open with Microsoft Office.,1,not spam
Here is the document you requested. Open with Microsoft Office. Attachment: document.bat,3,malware
Your tax return is ready. Download the attached PDF to view. Attachment: document.exe,3,malware
Employee handbook update. Read the attached PDF. Attachment: document.vbs,3,malware
Q4 financial report attached. Confidential.,1,not spam
Shared document: Contract. Click to view in Dropbox.,5,phishing
Important: Review attached documents by end of day.,1,not spam
Meeting notes from team meeting. Attached for your review.,5,phishing
Your package has been shipped. Track using the attached form.,1,not spam
Confidential document attached. Please review and provide feedback.,1,not spam
Shared document: Document. Click to view in Google Docs. Attachment: document.bat,3,malware
Customs clearance required. Review attached documentation. Attachment: document.jar,3,malware
Incoming fax received. View attached document. Attachment: document.scr,3,malware
Customs clearance required. Review attached documentation.,1,not spam
URGENT: Please review attached contract immediately. Attachment: document.vbs,3,malware
Your resume has been received. Please review the attached documents.,1,not spam
Please find the attached invoice you requested. Payment due by end of week.,1,not spam
Incoming fax received. View attached document. Attachment: document.vbs,3,malware
Please find the attached invoice you requested. Payment due by Monday. Attachment: document.zip,3,malware
Meeting notes from project review. Attached for your review.,5,phishing
Q1 financial report attached. Confidential. Attachment: document.scr,3,malware
Confidential document attached. Please review and provide feedback. Attachment: document.js,3,malware
Q1 financial report attached. Confidential.,1,not spam
New document uploaded: Proposal. Access now.,5,phishing
Your tax return is ready. Download the attached PDF to view. Attachment: document.vbs,3,malware
Your tax return is ready. Download the attached PDF to view.,1,not spam
Please find the attached invoice you requested. Payment due by Friday. Attachment: document.exe,3,malware
You have a new voicemail. Download to listen. Attachment: document.scr,3,malware
Q3 financial report attached. Confidential.,1,not spam
Delivery confirmation attached. Please sign and return. Attachment: document.bat,3,malware
Sarah shared a file with you. Download attached file. Attachment: document.bat,3,malware
URGENT: Please review attached contract immediately. Attachment: document.exe,3,malware
Shared document: Form. Click to view in Dropbox.,5,phishing
New voice message from Sarah. Click to play.,5,phishing
Important: Review attached documents by end of day. Attachment: document.bat,3,malware
Please find the attached invoice you requested. Payment due by Monday. Attachment: document.js,3,malware
